[03/06/2024][08:09:30]  | -system start log[03/06/2024][08:12:05]  | -system Read 714 ranking entries in 1.18 seconds.
[03/06/2024][14:45:27]  | -system -Write Ranking[03/06/2024][14:45:27]  | -system -Write Ranking[03/06/2024][14:48:00]  | -system Read 718 ranking entries in 1.18 seconds.
[03/06/2024][14:48:00]  | -system -Write Ranking[03/06/2024][14:48:00]  | -system -Write Ranking[03/06/2024][14:50:33]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][14:50:33]  | -system -Write Ranking[03/06/2024][14:50:33]  | -system -Write Ranking[03/06/2024][14:53:05]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][14:53:05]  | -system -Write Ranking[03/06/2024][14:53:05]  | -system -Write Ranking[03/06/2024][14:55:38]  | -system Read 718 ranking entries in 1.18 seconds.
[03/06/2024][14:55:38]  | -system -Write Ranking[03/06/2024][14:55:38]  | -system -Write Ranking[03/06/2024][14:58:10]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][14:58:10]  | -system -Write Ranking[03/06/2024][14:58:10]  | -system -Write Ranking[03/06/2024][15:00:42]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][15:00:43]  | -system -Write Ranking[03/06/2024][15:00:43]  | -system -Write Ranking[03/06/2024][15:03:15]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][15:03:15]  | -system -Write Ranking[03/06/2024][15:03:15]  | -system -Write Ranking[03/06/2024][15:05:47]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][15:05:47]  | -system -Write Ranking[03/06/2024][15:05:47]  | -system -Write Ranking[03/06/2024][15:08:19]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][15:08:19]  | -system -Write Ranking[03/06/2024][15:08:19]  | -system -Write Ranking[03/06/2024][15:10:51]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][15:10:51]  | -system -Write Ranking[03/06/2024][15:10:51]  | -system -Write Ranking[03/06/2024][15:13:23]  | -system Read 718 ranking entries in 1.3 seconds.
[03/06/2024][15:13:23]  | -system -Write Ranking[03/06/2024][15:13:23]  | -system -Write Ranking[03/06/2024][15:15:55]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][15:15:55]  | -system -Write Ranking[03/06/2024][15:15:55]  | -system -Write Ranking[03/06/2024][15:18:27]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][15:18:27]  | -system -Write Ranking[03/06/2024][15:18:27]  | -system -Write Ranking[03/06/2024][15:20:59]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][15:20:59]  | -system -Write Ranking[03/06/2024][15:20:59]  | -system -Write Ranking[03/06/2024][15:23:31]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:23:31]  | -system -Write Ranking[03/06/2024][15:23:31]  | -system -Write Ranking[03/06/2024][15:26:04]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][15:26:04]  | -system -Write Ranking[03/06/2024][15:26:04]  | -system -Write Ranking[03/06/2024][15:28:36]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:28:36]  | -system -Write Ranking[03/06/2024][15:28:36]  | -system -Write Ranking[03/06/2024][15:31:09]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:31:09]  | -system -Write Ranking[03/06/2024][15:31:09]  | -system -Write Ranking[03/06/2024][15:33:41]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:33:41]  | -system -Write Ranking[03/06/2024][15:33:41]  | -system -Write Ranking[03/06/2024][15:36:13]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:36:13]  | -system -Write Ranking[03/06/2024][15:36:13]  | -system -Write Ranking[03/06/2024][15:38:45]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:38:45]  | -system -Write Ranking[03/06/2024][15:38:45]  | -system -Write Ranking[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:39:37]  | -system err,savenquit1 52 -1 0  XAXALOCO01[03/06/2024][15:41:19]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][15:41:19]  | -system -Write Ranking[03/06/2024][15:41:19]  | -system -Write Ranking[03/06/2024][15:43:51]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:43:51]  | -system -Write Ranking[03/06/2024][15:43:51]  | -system -Write Ranking[03/06/2024][15:46:23]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:46:23]  | -system -Write Ranking[03/06/2024][15:46:23]  | -system -Write Ranking[03/06/2024][15:48:55]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:48:55]  | -system -Write Ranking[03/06/2024][15:48:55]  | -system -Write Ranking[03/06/2024][15:51:28]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:51:28]  | -system -Write Ranking[03/06/2024][15:51:28]  | -system -Write Ranking[03/06/2024][15:54:00]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:54:00]  | -system -Write Ranking[03/06/2024][15:54:00]  | -system -Write Ranking[03/06/2024][15:56:32]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:56:32]  | -system -Write Ranking[03/06/2024][15:56:32]  | -system -Write Ranking[03/06/2024][15:59:05]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][15:59:05]  | -system -Write Ranking[03/06/2024][15:59:05]  | -system -Write Ranking[03/06/2024][16:01:37]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:01:37]  | -system -Write Ranking[03/06/2024][16:01:37]  | -system -Write Ranking[03/06/2024][16:04:09]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][16:04:09]  | -system -Write Ranking[03/06/2024][16:04:09]  | -system -Write Ranking[03/06/2024][16:06:41]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:06:41]  | -system -Write Ranking[03/06/2024][16:06:41]  | -system -Write Ranking[03/06/2024][16:09:16]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:09:16]  | -system -Write Ranking[03/06/2024][16:09:16]  | -system -Write Ranking[03/06/2024][16:11:48]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:11:48]  | -system -Write Ranking[03/06/2024][16:11:48]  | -system -Write Ranking[03/06/2024][16:14:21]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:14:21]  | -system -Write Ranking[03/06/2024][16:14:21]  | -system -Write Ranking[03/06/2024][16:16:53]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:16:53]  | -system -Write Ranking[03/06/2024][16:16:53]  | -system -Write Ranking[03/06/2024][16:19:25]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:19:25]  | -system -Write Ranking[03/06/2024][16:19:25]  | -system -Write Ranking[03/06/2024][16:21:57]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:21:57]  | -system -Write Ranking[03/06/2024][16:21:57]  | -system -Write Ranking[03/06/2024][16:24:29]  | -system Read 719 ranking entries in 1.49 seconds.
[03/06/2024][16:24:29]  | -system -Write Ranking[03/06/2024][16:24:29]  | -system -Write Ranking[03/06/2024][16:27:03]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:27:03]  | -system -Write Ranking[03/06/2024][16:27:03]  | -system -Write Ranking[03/06/2024][16:29:35]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][16:29:35]  | -system -Write Ranking[03/06/2024][16:29:35]  | -system -Write Ranking[03/06/2024][16:32:10]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][16:32:10]  | -system -Write Ranking[03/06/2024][16:32:10]  | -system -Write Ranking[03/06/2024][16:34:42]  | -system Read 719 ranking entries in 0.47 seconds.
[03/06/2024][16:34:42]  | -system -Write Ranking[03/06/2024][16:34:42]  | -system -Write Ranking[03/06/2024][16:37:16]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][16:37:16]  | -system -Write Ranking[03/06/2024][16:37:16]  | -system -Write Ranking[03/06/2024][16:39:48]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][16:39:48]  | -system -Write Ranking[03/06/2024][16:39:48]  | -system -Write Ranking[03/06/2024][16:42:20]  | -system Read 719 ranking entries in 0.47 seconds.
[03/06/2024][16:42:20]  | -system -Write Ranking[03/06/2024][16:42:20]  | -system -Write Ranking[03/06/2024][16:44:53]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][16:44:53]  | -system -Write Ranking[03/06/2024][16:44:53]  | -system -Write Ranking[03/06/2024][16:47:25]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][16:47:25]  | -system -Write Ranking[03/06/2024][16:47:25]  | -system -Write Ranking[03/06/2024][16:49:57]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][16:49:57]  | -system -Write Ranking[03/06/2024][16:49:57]  | -system -Write Ranking[03/06/2024][16:52:29]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][16:52:29]  | -system -Write Ranking[03/06/2024][16:52:29]  | -system -Write Ranking[03/06/2024][16:55:01]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][16:55:01]  | -system -Write Ranking[03/06/2024][16:55:01]  | -system -Write Ranking[03/06/2024][16:57:34]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][16:57:34]  | -system -Write Ranking[03/06/2024][16:57:34]  | -system -Write Ranking[03/06/2024][17:00:07]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][17:00:07]  | -system -Write Ranking[03/06/2024][17:00:07]  | -system -Write Ranking[03/06/2024][17:02:39]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:02:39]  | -system -Write Ranking[03/06/2024][17:02:39]  | -system -Write Ranking[03/06/2024][17:05:11]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:05:11]  | -system -Write Ranking[03/06/2024][17:05:11]  | -system -Write Ranking[03/06/2024][17:07:43]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:07:43]  | -system -Write Ranking[03/06/2024][17:07:43]  | -system -Write Ranking[03/06/2024][17:10:15]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:10:15]  | -system -Write Ranking[03/06/2024][17:10:15]  | -system -Write Ranking[03/06/2024][17:12:47]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:12:47]  | -system -Write Ranking[03/06/2024][17:12:47]  | -system -Write Ranking[03/06/2024][17:15:21]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:15:21]  | -system -Write Ranking[03/06/2024][17:15:21]  | -system -Write Ranking[03/06/2024][17:17:55]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:17:55]  | -system -Write Ranking[03/06/2024][17:17:55]  | -system -Write Ranking[03/06/2024][17:20:27]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][17:20:27]  | -system -Write Ranking[03/06/2024][17:20:27]  | -system -Write Ranking[03/06/2024][17:22:59]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:22:59]  | -system -Write Ranking[03/06/2024][17:22:59]  | -system -Write Ranking[03/06/2024][17:25:32]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][17:25:32]  | -system -Write Ranking[03/06/2024][17:25:32]  | -system -Write Ranking[03/06/2024][17:28:04]  | -system Read 719 ranking entries in 1.49 seconds.
[03/06/2024][17:28:04]  | -system -Write Ranking[03/06/2024][17:28:04]  | -system -Write Ranking[03/06/2024][17:30:38]  | -system Read 719 ranking entries in 1.18 seconds.
[03/06/2024][17:30:38]  | -system -Write Ranking[03/06/2024][17:30:38]  | -system -Write Ranking[03/06/2024][17:33:10]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:33:10]  | -system -Write Ranking[03/06/2024][17:33:10]  | -system -Write Ranking[03/06/2024][17:35:43]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:35:43]  | -system -Write Ranking[03/06/2024][17:35:43]  | -system -Write Ranking[03/06/2024][17:38:15]  | -system Read 719 ranking entries in 1.2 seconds.
[03/06/2024][17:38:15]  | -system -Write Ranking[03/06/2024][17:38:15]  | -system -Write Ranking[03/06/2024][17:40:47]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][17:40:47]  | -system -Write Ranking[03/06/2024][17:40:47]  | -system -Write Ranking[03/06/2024][17:43:19]  | -system Read 719 ranking entries in 1.34 seconds.
[03/06/2024][17:43:19]  | -system -Write Ranking[03/06/2024][17:43:19]  | -system -Write Ranking[03/06/2024][17:45:51]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][17:45:51]  | -system -Write Ranking[03/06/2024][17:45:51]  | -system -Write Ranking[03/06/2024][17:47:47]  | -system clo server fd 0[03/06/2024][17:48:23]  | -system Read 719 ranking entries in 1.3 seconds.
[03/06/2024][17:48:23]  | -system -Write Ranking[03/06/2024][17:48:23]  | -system -Write Ranking[03/06/2024][17:49:18]  | -system clo server fd 0
