[04/06/2024][09:00:07]  | -system start log[04/06/2024][09:02:39]  | -system Read 729 ranking entries in 1.3 seconds.
[04/06/2024][15:33:44]  | -system -Write Ranking[04/06/2024][15:33:44]  | -system -Write Ranking[04/06/2024][15:36:16]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:36:16]  | -system -Write Ranking[04/06/2024][15:36:16]  | -system -Write Ranking[04/06/2024][15:39:03]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:39:03]  | -system -Write Ranking[04/06/2024][15:39:03]  | -system -Write Ranking[04/06/2024][15:41:35]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:41:35]  | -system -Write Ranking[04/06/2024][15:41:35]  | -system -Write Ranking[04/06/2024][15:44:07]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][15:44:07]  | -system -Write Ranking[04/06/2024][15:44:07]  | -system -Write Ranking[04/06/2024][15:46:39]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:46:39]  | -system -Write Ranking[04/06/2024][15:46:39]  | -system -Write Ranking[04/06/2024][15:49:11]  | -system Read 731 ranking entries in 1.3 seconds.
[04/06/2024][15:49:11]  | -system -Write Ranking[04/06/2024][15:49:11]  | -system -Write Ranking[04/06/2024][15:51:43]  | -system Read 731 ranking entries in 1.34 seconds.
[04/06/2024][15:51:43]  | -system -Write Ranking[04/06/2024][15:51:43]  | -system -Write Ranking[04/06/2024][15:54:16]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][15:54:16]  | -system -Write Ranking[04/06/2024][15:54:16]  | -system -Write Ranking[04/06/2024][15:56:48]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][15:56:48]  | -system -Write Ranking[04/06/2024][15:56:48]  | -system -Write Ranking[04/06/2024][15:59:20]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][15:59:20]  | -system -Write Ranking[04/06/2024][15:59:20]  | -system -Write Ranking[04/06/2024][16:01:52]  | -system Read 731 ranking entries in 1.34 seconds.
[04/06/2024][16:01:52]  | -system -Write Ranking[04/06/2024][16:01:52]  | -system -Write Ranking[04/06/2024][16:04:24]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:04:24]  | -system -Write Ranking[04/06/2024][16:04:24]  | -system -Write Ranking[04/06/2024][16:06:56]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:06:56]  | -system -Write Ranking[04/06/2024][16:06:56]  | -system -Write Ranking[04/06/2024][16:09:28]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:09:28]  | -system -Write Ranking[04/06/2024][16:09:28]  | -system -Write Ranking[04/06/2024][16:12:00]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][16:12:00]  | -system -Write Ranking[04/06/2024][16:12:00]  | -system -Write Ranking[04/06/2024][16:14:35]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:14:35]  | -system -Write Ranking[04/06/2024][16:14:35]  | -system -Write Ranking[04/06/2024][16:17:08]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:17:08]  | -system -Write Ranking[04/06/2024][16:17:08]  | -system -Write Ranking[04/06/2024][16:19:40]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:19:40]  | -system -Write Ranking[04/06/2024][16:19:40]  | -system -Write Ranking[04/06/2024][16:22:13]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:22:13]  | -system -Write Ranking[04/06/2024][16:22:13]  | -system -Write Ranking[04/06/2024][16:24:45]  | -system Read 731 ranking entries in 1.33 seconds.
[04/06/2024][16:24:45]  | -system -Write Ranking[04/06/2024][16:24:45]  | -system -Write Ranking[04/06/2024][16:27:17]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:27:17]  | -system -Write Ranking[04/06/2024][16:27:17]  | -system -Write Ranking[04/06/2024][16:29:49]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:29:49]  | -system -Write Ranking[04/06/2024][16:29:49]  | -system -Write Ranking[04/06/2024][16:32:21]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:32:21]  | -system -Write Ranking[04/06/2024][16:32:21]  | -system -Write Ranking[04/06/2024][16:34:53]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:34:53]  | -system -Write Ranking[04/06/2024][16:34:53]  | -system -Write Ranking[04/06/2024][16:37:25]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][16:37:25]  | -system -Write Ranking[04/06/2024][16:37:25]  | -system -Write Ranking[04/06/2024][16:39:57]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][16:39:57]  | -system -Write Ranking[04/06/2024][16:39:57]  | -system -Write Ranking[04/06/2024][16:42:30]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:42:30]  | -system -Write Ranking[04/06/2024][16:42:30]  | -system -Write Ranking[04/06/2024][16:45:02]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][16:45:02]  | -system -Write Ranking[04/06/2024][16:45:02]  | -system -Write Ranking[04/06/2024][16:47:34]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:47:34]  | -system -Write Ranking[04/06/2024][16:47:34]  | -system -Write Ranking[04/06/2024][16:50:06]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:50:06]  | -system -Write Ranking[04/06/2024][16:50:06]  | -system -Write Ranking[04/06/2024][16:52:38]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][16:52:38]  | -system -Write Ranking[04/06/2024][16:52:38]  | -system -Write Ranking[04/06/2024][16:55:10]  | -system Read 731 ranking entries in 1.2 seconds.
[04/06/2024][16:55:10]  | -system -Write Ranking[04/06/2024][16:55:10]  | -system -Write Ranking[04/06/2024][16:57:42]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][16:57:42]  | -system -Write Ranking[04/06/2024][16:57:42]  | -system -Write Ranking[04/06/2024][17:00:15]  | -system Read 732 ranking entries in 1.18 seconds.
[04/06/2024][17:00:15]  | -system -Write Ranking[04/06/2024][17:00:15]  | -system -Write Ranking[04/06/2024][17:02:48]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:02:48]  | -system -Write Ranking[04/06/2024][17:02:48]  | -system -Write Ranking[04/06/2024][17:05:22]  | -system Read 732 ranking entries in 1.18 seconds.
[04/06/2024][17:05:22]  | -system -Write Ranking[04/06/2024][17:05:22]  | -system -Write Ranking[04/06/2024][17:07:54]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:07:54]  | -system -Write Ranking[04/06/2024][17:07:54]  | -system -Write Ranking[04/06/2024][17:10:26]  | -system Read 731 ranking entries in 1.18 seconds.
[04/06/2024][17:10:26]  | -system -Write Ranking[04/06/2024][17:10:26]  | -system -Write Ranking[04/06/2024][17:12:58]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:12:58]  | -system -Write Ranking[04/06/2024][17:12:58]  | -system -Write Ranking[04/06/2024][17:15:30]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:15:30]  | -system -Write Ranking[04/06/2024][17:15:30]  | -system -Write Ranking[04/06/2024][17:18:02]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:18:02]  | -system -Write Ranking[04/06/2024][17:18:02]  | -system -Write Ranking[04/06/2024][17:20:34]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:20:34]  | -system -Write Ranking[04/06/2024][17:20:34]  | -system -Write Ranking[04/06/2024][17:23:06]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:23:06]  | -system -Write Ranking[04/06/2024][17:23:06]  | -system -Write Ranking[04/06/2024][17:25:38]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:25:38]  | -system -Write Ranking[04/06/2024][17:25:38]  | -system -Write Ranking[04/06/2024][17:28:10]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:28:10]  | -system -Write Ranking[04/06/2024][17:28:10]  | -system -Write Ranking[04/06/2024][17:30:42]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:30:42]  | -system -Write Ranking[04/06/2024][17:30:42]  | -system -Write Ranking[04/06/2024][17:33:15]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:33:15]  | -system -Write Ranking[04/06/2024][17:33:15]  | -system -Write Ranking[04/06/2024][17:35:48]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:35:48]  | -system -Write Ranking[04/06/2024][17:35:48]  | -system -Write Ranking[04/06/2024][17:38:20]  | -system Read 732 ranking entries in 1.3 seconds.
[04/06/2024][17:38:20]  | -system -Write Ranking[04/06/2024][17:38:20]  | -system -Write Ranking[04/06/2024][17:40:52]  | -system Read 732 ranking entries in 1.2 seconds.
[04/06/2024][17:40:52]  | -system -Write Ranking[04/06/2024][17:40:52]  | -system -Write Ranking[04/06/2024][17:43:25]  | -system Read 733 ranking entries in 1.2 seconds.
[04/06/2024][17:43:25]  | -system -Write Ranking[04/06/2024][17:43:25]  | -system -Write Ranking[04/06/2024][17:45:57]  | -system Read 733 ranking entries in 1.2 seconds.
[04/06/2024][17:45:57]  | -system -Write Ranking[04/06/2024][17:45:57]  | -system -Write Ranking[04/06/2024][17:48:29]  | -system Read 733 ranking entries in 1.2 seconds.
[04/06/2024][17:48:29]  | -system -Write Ranking[04/06/2024][17:48:29]  | -system -Write Ranking[04/06/2024][17:51:01]  | -system Read 733 ranking entries in 1.2 seconds.
[04/06/2024][17:51:01]  | -system -Write Ranking[04/06/2024][17:51:01]  | -system -Write Ranking[04/06/2024][17:53:33]  | -system Read 733 ranking entries in 1.2 seconds.
[04/06/2024][17:53:33]  | -system -Write Ranking[04/06/2024][17:53:33]  | -system -Write Ranking[04/06/2024][17:56:07]  | -system Read 733 ranking entries in 1.2 seconds.
[04/06/2024][17:56:07]  | -system -Write Ranking[04/06/2024][17:56:07]  | -system -Write Ranking[04/06/2024][17:58:39]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][17:58:39]  | -system -Write Ranking[04/06/2024][17:58:39]  | -system -Write Ranking[04/06/2024][18:01:11]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:01:11]  | -system -Write Ranking[04/06/2024][18:01:11]  | -system -Write Ranking[04/06/2024][18:03:43]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:03:43]  | -system -Write Ranking[04/06/2024][18:03:43]  | -system -Write Ranking[04/06/2024][18:06:15]  | -system Read 734 ranking entries in 1.33 seconds.
[04/06/2024][18:06:15]  | -system -Write Ranking[04/06/2024][18:06:15]  | -system -Write Ranking[04/06/2024][18:08:47]  | -system Read 734 ranking entries in 1.18 seconds.
[04/06/2024][18:08:47]  | -system -Write Ranking[04/06/2024][18:08:47]  | -system -Write Ranking[04/06/2024][18:11:19]  | -system Read 734 ranking entries in 1.18 seconds.
[04/06/2024][18:11:19]  | -system -Write Ranking[04/06/2024][18:11:19]  | -system -Write Ranking[04/06/2024][18:13:51]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:13:51]  | -system -Write Ranking[04/06/2024][18:13:51]  | -system -Write Ranking[04/06/2024][18:16:23]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:16:23]  | -system -Write Ranking[04/06/2024][18:16:23]  | -system -Write Ranking[04/06/2024][18:18:55]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:18:55]  | -system -Write Ranking[04/06/2024][18:18:55]  | -system -Write Ranking[04/06/2024][18:21:30]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:21:30]  | -system -Write Ranking[04/06/2024][18:21:30]  | -system -Write Ranking[04/06/2024][18:24:02]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:24:02]  | -system -Write Ranking[04/06/2024][18:24:02]  | -system -Write Ranking[04/06/2024][18:26:34]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:26:34]  | -system -Write Ranking[04/06/2024][18:26:34]  | -system -Write Ranking[04/06/2024][18:29:10]  | -system Read 734 ranking entries in 1.18 seconds.
[04/06/2024][18:29:10]  | -system -Write Ranking[04/06/2024][18:29:10]  | -system -Write Ranking[04/06/2024][18:31:42]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:31:42]  | -system -Write Ranking[04/06/2024][18:31:42]  | -system -Write Ranking[04/06/2024][18:34:14]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:34:14]  | -system -Write Ranking[04/06/2024][18:34:14]  | -system -Write Ranking[04/06/2024][18:36:46]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:36:46]  | -system -Write Ranking[04/06/2024][18:36:46]  | -system -Write Ranking[04/06/2024][18:39:18]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:39:18]  | -system -Write Ranking[04/06/2024][18:39:18]  | -system -Write Ranking[04/06/2024][18:41:50]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:41:50]  | -system -Write Ranking[04/06/2024][18:41:50]  | -system -Write Ranking[04/06/2024][18:44:23]  | -system Read 734 ranking entries in 1.2 seconds.
[04/06/2024][18:44:23]  | -system -Write Ranking[04/06/2024][18:44:23]  | -system -Write Ranking[04/06/2024][18:46:55]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][18:46:55]  | -system -Write Ranking[04/06/2024][18:46:55]  | -system -Write Ranking[04/06/2024][18:49:27]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][18:49:27]  | -system -Write Ranking[04/06/2024][18:49:27]  | -system -Write Ranking[04/06/2024][18:51:59]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][18:51:59]  | -system -Write Ranking[04/06/2024][18:51:59]  | -system -Write Ranking[04/06/2024][18:54:31]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][18:54:31]  | -system -Write Ranking[04/06/2024][18:54:31]  | -system -Write Ranking[04/06/2024][18:57:03]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][18:57:03]  | -system -Write Ranking[04/06/2024][18:57:03]  | -system -Write Ranking[04/06/2024][18:59:35]  | -system Read 734 ranking entries in 1.18 seconds.
[04/06/2024][18:59:35]  | -system -Write Ranking[04/06/2024][18:59:35]  | -system -Write Ranking[04/06/2024][19:02:07]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][19:02:07]  | -system -Write Ranking[04/06/2024][19:02:07]  | -system -Write Ranking[04/06/2024][19:04:39]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][19:04:39]  | -system -Write Ranking[04/06/2024][19:04:39]  | -system -Write Ranking[04/06/2024][19:07:11]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][19:07:11]  | -system -Write Ranking[04/06/2024][19:07:11]  | -system -Write Ranking[04/06/2024][19:09:44]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][19:09:44]  | -system -Write Ranking[04/06/2024][19:09:44]  | -system -Write Ranking[04/06/2024][19:12:16]  | -system Read 734 ranking entries in 1.3 seconds.
[04/06/2024][19:12:16]  | -system -Write Ranking[04/06/2024][19:12:16]  | -system -Write Ranking[04/06/2024][19:14:48]  | -system Read 734 ranking entries in 1.18 seconds.
[04/06/2024][19:14:48]  | -system -Write Ranking[04/06/2024][19:14:48]  | -system -Write Ranking[04/06/2024][19:15:29]  | MANOW1010 create character [GafanhotO][04/06/2024][19:17:20]  | -system Read 735 ranking entries in 1.18 seconds.
[04/06/2024][19:17:20]  | -system -Write Ranking[04/06/2024][19:17:20]  | -system -Write Ranking[04/06/2024][19:19:52]  | -system Read 735 ranking entries in 1.3 seconds.
[04/06/2024][19:19:52]  | -system -Write Ranking[04/06/2024][19:19:52]  | -system -Write Ranking[04/06/2024][19:22:24]  | -system Read 735 ranking entries in 1.3 seconds.
[04/06/2024][19:22:24]  | -system -Write Ranking[04/06/2024][19:22:24]  | -system -Write Ranking[04/06/2024][19:24:56]  | -system Read 735 ranking entries in 1.3 seconds.
[04/06/2024][19:24:56]  | -system -Write Ranking[04/06/2024][19:24:56]  | -system -Write Ranking[04/06/2024][19:27:28]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:27:28]  | -system -Write Ranking[04/06/2024][19:27:28]  | -system -Write Ranking[04/06/2024][19:30:00]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:30:00]  | -system -Write Ranking[04/06/2024][19:30:00]  | -system -Write Ranking[04/06/2024][19:32:32]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:32:32]  | -system -Write Ranking[04/06/2024][19:32:32]  | -system -Write Ranking[04/06/2024][19:35:05]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:35:05]  | -system -Write Ranking[04/06/2024][19:35:05]  | -system -Write Ranking[04/06/2024][19:37:37]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:37:37]  | -system -Write Ranking[04/06/2024][19:37:37]  | -system -Write Ranking[04/06/2024][19:40:09]  | -system Read 735 ranking entries in 1.18 seconds.
[04/06/2024][19:40:09]  | -system -Write Ranking[04/06/2024][19:40:09]  | -system -Write Ranking[04/06/2024][19:42:41]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:42:41]  | -system -Write Ranking[04/06/2024][19:42:41]  | -system -Write Ranking[04/06/2024][19:45:13]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:45:13]  | -system -Write Ranking[04/06/2024][19:45:13]  | -system -Write Ranking[04/06/2024][19:47:45]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:47:45]  | -system -Write Ranking[04/06/2024][19:47:45]  | -system -Write Ranking[04/06/2024][19:50:17]  | -system Read 735 ranking entries in 1.2 seconds.
[04/06/2024][19:50:17]  | -system -Write Ranking[04/06/2024][19:50:17]  | -system -Write Ranking[04/06/2024][19:52:49]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][19:52:49]  | -system -Write Ranking[04/06/2024][19:52:49]  | -system -Write Ranking[04/06/2024][19:55:21]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][19:55:21]  | -system -Write Ranking[04/06/2024][19:55:21]  | -system -Write Ranking[04/06/2024][19:57:53]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][19:57:53]  | -system -Write Ranking[04/06/2024][19:57:53]  | -system -Write Ranking[04/06/2024][20:00:26]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:00:26]  | -system -Write Ranking[04/06/2024][20:00:26]  | -system -Write Ranking[04/06/2024][20:02:58]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:02:58]  | -system -Write Ranking[04/06/2024][20:02:58]  | -system -Write Ranking[04/06/2024][20:05:30]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:05:30]  | -system -Write Ranking[04/06/2024][20:05:30]  | -system -Write Ranking[04/06/2024][20:08:02]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:08:02]  | -system -Write Ranking[04/06/2024][20:08:02]  | -system -Write Ranking[04/06/2024][20:10:34]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:10:34]  | -system -Write Ranking[04/06/2024][20:10:34]  | -system -Write Ranking[04/06/2024][20:13:06]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:13:06]  | -system -Write Ranking[04/06/2024][20:13:06]  | -system -Write Ranking[04/06/2024][20:15:38]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:15:38]  | -system -Write Ranking[04/06/2024][20:15:38]  | -system -Write Ranking[04/06/2024][20:18:11]  | -system Read 736 ranking entries in 0.47 seconds.
[04/06/2024][20:18:11]  | -system -Write Ranking[04/06/2024][20:18:11]  | -system -Write Ranking[04/06/2024][20:20:43]  | -system Read 736 ranking entries in 1.49 seconds.
[04/06/2024][20:20:43]  | -system -Write Ranking[04/06/2024][20:20:43]  | -system -Write Ranking[04/06/2024][20:23:16]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:23:16]  | -system -Write Ranking[04/06/2024][20:23:16]  | -system -Write Ranking[04/06/2024][20:25:48]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:25:48]  | -system -Write Ranking[04/06/2024][20:25:48]  | -system -Write Ranking[04/06/2024][20:28:20]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][20:28:20]  | -system -Write Ranking[04/06/2024][20:28:20]  | -system -Write Ranking[04/06/2024][20:30:52]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][20:30:52]  | -system -Write Ranking[04/06/2024][20:30:52]  | -system -Write Ranking[04/06/2024][20:33:24]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][20:33:24]  | -system -Write Ranking[04/06/2024][20:33:24]  | -system -Write Ranking[04/06/2024][20:35:56]  | -system Read 736 ranking entries in 1.18 seconds.
[04/06/2024][20:35:56]  | -system -Write Ranking[04/06/2024][20:35:56]  | -system -Write Ranking[04/06/2024][20:38:28]  | -system Read 736 ranking entries in 1.18 seconds.
[04/06/2024][20:38:28]  | -system -Write Ranking[04/06/2024][20:38:28]  | -system -Write Ranking[04/06/2024][20:41:00]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][20:41:00]  | -system -Write Ranking[04/06/2024][20:41:00]  | -system -Write Ranking[04/06/2024][20:43:32]  | -system Read 736 ranking entries in 1.33 seconds.
[04/06/2024][20:43:32]  | -system -Write Ranking[04/06/2024][20:43:32]  | -system -Write Ranking[04/06/2024][20:46:04]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][20:46:04]  | -system -Write Ranking[04/06/2024][20:46:04]  | -system -Write Ranking[04/06/2024][20:48:38]  | -system Read 736 ranking entries in 19.30 seconds.
[04/06/2024][20:48:38]  | -system -Write Ranking[04/06/2024][20:48:38]  | -system -Write Ranking[04/06/2024][20:51:09]  | -system Read 736 ranking entries in 1.18 seconds.
[04/06/2024][20:51:09]  | -system -Write Ranking[04/06/2024][20:51:09]  | -system -Write Ranking[04/06/2024][20:53:41]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:53:41]  | -system -Write Ranking[04/06/2024][20:53:41]  | -system -Write Ranking[04/06/2024][20:56:13]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:56:13]  | -system -Write Ranking[04/06/2024][20:56:13]  | -system -Write Ranking[04/06/2024][20:58:45]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][20:58:45]  | -system -Write Ranking[04/06/2024][20:58:45]  | -system -Write Ranking[04/06/2024][21:01:17]  | -system Read 736 ranking entries in 1.18 seconds.
[04/06/2024][21:01:17]  | -system -Write Ranking[04/06/2024][21:01:17]  | -system -Write Ranking[04/06/2024][21:03:49]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:03:49]  | -system -Write Ranking[04/06/2024][21:03:49]  | -system -Write Ranking[04/06/2024][21:06:21]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][21:06:21]  | -system -Write Ranking[04/06/2024][21:06:21]  | -system -Write Ranking[04/06/2024][21:08:53]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:08:53]  | -system -Write Ranking[04/06/2024][21:08:53]  | -system -Write Ranking[04/06/2024][21:11:29]  | -system Read 736 ranking entries in 1.18 seconds.
[04/06/2024][21:11:29]  | -system -Write Ranking[04/06/2024][21:11:29]  | -system -Write Ranking[04/06/2024][21:14:01]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:14:01]  | -system -Write Ranking[04/06/2024][21:14:01]  | -system -Write Ranking[04/06/2024][21:16:33]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:16:33]  | -system -Write Ranking[04/06/2024][21:16:33]  | -system -Write Ranking[04/06/2024][21:19:05]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:19:05]  | -system -Write Ranking[04/06/2024][21:19:05]  | -system -Write Ranking[04/06/2024][21:21:37]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:21:37]  | -system -Write Ranking[04/06/2024][21:21:37]  | -system -Write Ranking[04/06/2024][21:24:09]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:24:09]  | -system -Write Ranking[04/06/2024][21:24:09]  | -system -Write Ranking[04/06/2024][21:26:41]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][21:26:41]  | -system -Write Ranking[04/06/2024][21:26:41]  | -system -Write Ranking[04/06/2024][21:29:13]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][21:29:13]  | -system -Write Ranking[04/06/2024][21:29:13]  | -system -Write Ranking[04/06/2024][21:31:45]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][21:31:45]  | -system -Write Ranking[04/06/2024][21:31:45]  | -system -Write Ranking[04/06/2024][21:34:18]  | -system Read 736 ranking entries in 1.3 seconds.
[04/06/2024][21:34:18]  | -system -Write Ranking[04/06/2024][21:34:18]  | -system -Write Ranking[04/06/2024][21:36:50]  | -system Read 736 ranking entries in 1.18 seconds.
[04/06/2024][21:36:50]  | -system -Write Ranking[04/06/2024][21:36:50]  | -system -Write Ranking[04/06/2024][21:39:22]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:39:22]  | -system -Write Ranking[04/06/2024][21:39:22]  | -system -Write Ranking[04/06/2024][21:41:54]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:41:54]  | -system -Write Ranking[04/06/2024][21:41:54]  | -system -Write Ranking[04/06/2024][21:44:28]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:44:28]  | -system -Write Ranking[04/06/2024][21:44:28]  | -system -Write Ranking[04/06/2024][21:47:00]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:47:00]  | -system -Write Ranking[04/06/2024][21:47:00]  | -system -Write Ranking[04/06/2024][21:49:32]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:49:32]  | -system -Write Ranking[04/06/2024][21:49:32]  | -system -Write Ranking[04/06/2024][21:52:04]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:52:04]  | -system -Write Ranking[04/06/2024][21:52:04]  | -system -Write Ranking[04/06/2024][21:54:36]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:54:36]  | -system -Write Ranking[04/06/2024][21:54:36]  | -system -Write Ranking[04/06/2024][21:57:09]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][21:57:09]  | -system -Write Ranking[04/06/2024][21:57:09]  | -system -Write Ranking[04/06/2024][21:59:42]  | -system Read 736 ranking entries in 1.33 seconds.
[04/06/2024][21:59:42]  | -system -Write Ranking[04/06/2024][21:59:42]  | -system -Write Ranking[04/06/2024][22:02:14]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][22:02:14]  | -system -Write Ranking[04/06/2024][22:02:14]  | -system -Write Ranking[04/06/2024][22:04:46]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][22:04:46]  | -system -Write Ranking[04/06/2024][22:04:46]  | -system -Write Ranking[04/06/2024][22:07:18]  | -system Read 736 ranking entries in 1.2 seconds.
[04/06/2024][22:07:18]  | -system -Write Ranking[04/06/2024][22:07:18]  | -system -Write Ranking[04/06/2024][22:09:50]  | -system Read 736 ranking entries in 1.2 seconds.
