[02/06/2024][09:13:35]  | -system start log[02/06/2024][09:16:09]  | -system Read 706 ranking entries in 1.18 seconds.
[02/06/2024][15:50:44]  | -system -Write Ranking[02/06/2024][15:50:44]  | -system -Write Ranking[02/06/2024][15:53:19]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][15:53:19]  | -system -Write Ranking[02/06/2024][15:53:19]  | -system -Write Ranking[02/06/2024][15:55:51]  | -system Read 711 ranking entries in 1.33 seconds.
[02/06/2024][15:55:51]  | -system -Write Ranking[02/06/2024][15:55:51]  | -system -Write Ranking[02/06/2024][15:58:25]  | -system Read 711 ranking entries in 1.33 seconds.
[02/06/2024][15:58:25]  | -system -Write Ranking[02/06/2024][15:58:25]  | -system -Write Ranking[02/06/2024][16:00:57]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:00:57]  | -system -Write Ranking[02/06/2024][16:00:57]  | -system -Write Ranking[02/06/2024][16:03:32]  | -system Read 711 ranking entries in 1.33 seconds.
[02/06/2024][16:03:32]  | -system -Write Ranking[02/06/2024][16:03:32]  | -system -Write Ranking[02/06/2024][16:06:06]  | -system Read 711 ranking entries in 1.33 seconds.
[02/06/2024][16:06:06]  | -system -Write Ranking[02/06/2024][16:06:06]  | -system -Write Ranking[02/06/2024][16:08:42]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:08:42]  | -system -Write Ranking[02/06/2024][16:08:42]  | -system -Write Ranking[02/06/2024][16:11:20]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:11:20]  | -system -Write Ranking[02/06/2024][16:11:20]  | -system -Write Ranking[02/06/2024][16:13:53]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:13:53]  | -system -Write Ranking[02/06/2024][16:13:53]  | -system -Write Ranking[02/06/2024][16:16:25]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:16:25]  | -system -Write Ranking[02/06/2024][16:16:25]  | -system -Write Ranking[02/06/2024][16:18:58]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:18:58]  | -system -Write Ranking[02/06/2024][16:18:58]  | -system -Write Ranking[02/06/2024][16:21:30]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:21:30]  | -system -Write Ranking[02/06/2024][16:21:30]  | -system -Write Ranking[02/06/2024][16:24:02]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:24:02]  | -system -Write Ranking[02/06/2024][16:24:02]  | -system -Write Ranking[02/06/2024][16:26:37]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:26:37]  | -system -Write Ranking[02/06/2024][16:26:37]  | -system -Write Ranking[02/06/2024][16:29:10]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:29:10]  | -system -Write Ranking[02/06/2024][16:29:10]  | -system -Write Ranking[02/06/2024][16:31:46]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:31:46]  | -system -Write Ranking[02/06/2024][16:31:46]  | -system -Write Ranking[02/06/2024][16:34:20]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:34:20]  | -system -Write Ranking[02/06/2024][16:34:20]  | -system -Write Ranking[02/06/2024][16:36:52]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:36:52]  | -system -Write Ranking[02/06/2024][16:36:52]  | -system -Write Ranking[02/06/2024][16:39:26]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][16:39:26]  | -system -Write Ranking[02/06/2024][16:39:26]  | -system -Write Ranking[02/06/2024][16:41:58]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:41:58]  | -system -Write Ranking[02/06/2024][16:41:58]  | -system -Write Ranking[02/06/2024][16:44:30]  | -system Read 711 ranking entries in 1.34 seconds.
[02/06/2024][16:44:30]  | -system -Write Ranking[02/06/2024][16:44:30]  | -system -Write Ranking[02/06/2024][16:47:04]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][16:47:04]  | -system -Write Ranking[02/06/2024][16:47:04]  | -system -Write Ranking[02/06/2024][16:49:36]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][16:49:36]  | -system -Write Ranking[02/06/2024][16:49:36]  | -system -Write Ranking[02/06/2024][16:52:08]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][16:52:08]  | -system -Write Ranking[02/06/2024][16:52:08]  | -system -Write Ranking[02/06/2024][16:54:40]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][16:54:40]  | -system -Write Ranking[02/06/2024][16:54:40]  | -system -Write Ranking[02/06/2024][16:57:12]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][16:57:12]  | -system -Write Ranking[02/06/2024][16:57:12]  | -system -Write Ranking[02/06/2024][16:59:46]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][16:59:46]  | -system -Write Ranking[02/06/2024][16:59:46]  | -system -Write Ranking[02/06/2024][17:02:20]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:02:20]  | -system -Write Ranking[02/06/2024][17:02:20]  | -system -Write Ranking[02/06/2024][17:04:52]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:04:52]  | -system -Write Ranking[02/06/2024][17:04:52]  | -system -Write Ranking[02/06/2024][17:07:24]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:07:24]  | -system -Write Ranking[02/06/2024][17:07:24]  | -system -Write Ranking[02/06/2024][17:09:58]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:09:58]  | -system -Write Ranking[02/06/2024][17:09:58]  | -system -Write Ranking[02/06/2024][17:12:35]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:12:35]  | -system -Write Ranking[02/06/2024][17:12:35]  | -system -Write Ranking[02/06/2024][17:15:07]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:15:07]  | -system -Write Ranking[02/06/2024][17:15:07]  | -system -Write Ranking[02/06/2024][17:17:39]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:17:39]  | -system -Write Ranking[02/06/2024][17:17:39]  | -system -Write Ranking[02/06/2024][17:20:12]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][17:20:12]  | -system -Write Ranking[02/06/2024][17:20:12]  | -system -Write Ranking[02/06/2024][17:22:46]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:22:46]  | -system -Write Ranking[02/06/2024][17:22:46]  | -system -Write Ranking[02/06/2024][17:25:18]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][17:25:18]  | -system -Write Ranking[02/06/2024][17:25:18]  | -system -Write Ranking[02/06/2024][17:27:50]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:27:50]  | -system -Write Ranking[02/06/2024][17:27:50]  | -system -Write Ranking[02/06/2024][17:30:24]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:30:24]  | -system -Write Ranking[02/06/2024][17:30:24]  | -system -Write Ranking[02/06/2024][17:32:56]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:32:56]  | -system -Write Ranking[02/06/2024][17:32:56]  | -system -Write Ranking[02/06/2024][17:35:29]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:35:29]  | -system -Write Ranking[02/06/2024][17:35:29]  | -system -Write Ranking[02/06/2024][17:38:01]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:38:01]  | -system -Write Ranking[02/06/2024][17:38:01]  | -system -Write Ranking[02/06/2024][17:40:33]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:40:33]  | -system -Write Ranking[02/06/2024][17:40:33]  | -system -Write Ranking[02/06/2024][17:43:09]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:43:09]  | -system -Write Ranking[02/06/2024][17:43:09]  | -system -Write Ranking[02/06/2024][17:45:41]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][17:45:41]  | -system -Write Ranking[02/06/2024][17:45:41]  | -system -Write Ranking[02/06/2024][17:48:13]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:48:13]  | -system -Write Ranking[02/06/2024][17:48:13]  | -system -Write Ranking[02/06/2024][17:50:47]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:50:47]  | -system -Write Ranking[02/06/2024][17:50:47]  | -system -Write Ranking[02/06/2024][17:53:19]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][17:53:19]  | -system -Write Ranking[02/06/2024][17:53:19]  | -system -Write Ranking[02/06/2024][17:55:51]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][17:55:51]  | -system -Write Ranking[02/06/2024][17:55:51]  | -system -Write Ranking[02/06/2024][17:58:23]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][17:58:23]  | -system -Write Ranking[02/06/2024][17:58:23]  | -system -Write Ranking[02/06/2024][18:00:56]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:00:56]  | -system -Write Ranking[02/06/2024][18:00:56]  | -system -Write Ranking[02/06/2024][18:03:31]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:03:31]  | -system -Write Ranking[02/06/2024][18:03:31]  | -system -Write Ranking[02/06/2024][18:06:04]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:06:04]  | -system -Write Ranking[02/06/2024][18:06:04]  | -system -Write Ranking[02/06/2024][18:08:36]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:08:36]  | -system -Write Ranking[02/06/2024][18:08:36]  | -system -Write Ranking[02/06/2024][18:11:09]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:11:09]  | -system -Write Ranking[02/06/2024][18:11:09]  | -system -Write Ranking[02/06/2024][18:13:43]  | -system Read 711 ranking entries in 1.50 seconds.
[02/06/2024][18:13:43]  | -system -Write Ranking[02/06/2024][18:13:43]  | -system -Write Ranking[02/06/2024][18:16:15]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:16:15]  | -system -Write Ranking[02/06/2024][18:16:15]  | -system -Write Ranking[02/06/2024][18:18:50]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:18:50]  | -system -Write Ranking[02/06/2024][18:18:50]  | -system -Write Ranking[02/06/2024][18:21:23]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:21:23]  | -system -Write Ranking[02/06/2024][18:21:23]  | -system -Write Ranking[02/06/2024][18:23:55]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:23:55]  | -system -Write Ranking[02/06/2024][18:23:55]  | -system -Write Ranking[02/06/2024][18:26:27]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][18:26:27]  | -system -Write Ranking[02/06/2024][18:26:27]  | -system -Write Ranking[02/06/2024][18:29:00]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:29:00]  | -system -Write Ranking[02/06/2024][18:29:00]  | -system -Write Ranking[02/06/2024][18:31:32]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][18:31:32]  | -system -Write Ranking[02/06/2024][18:31:32]  | -system -Write Ranking[02/06/2024][18:34:04]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:34:04]  | -system -Write Ranking[02/06/2024][18:34:04]  | -system -Write Ranking[02/06/2024][18:36:39]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][18:36:39]  | -system -Write Ranking[02/06/2024][18:36:39]  | -system -Write Ranking[02/06/2024][18:39:11]  | -system Read 711 ranking entries in 1.34 seconds.
[02/06/2024][18:39:11]  | -system -Write Ranking[02/06/2024][18:39:11]  | -system -Write Ranking[02/06/2024][18:41:43]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:41:43]  | -system -Write Ranking[02/06/2024][18:41:43]  | -system -Write Ranking[02/06/2024][18:44:23]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][18:44:23]  | -system -Write Ranking[02/06/2024][18:44:23]  | -system -Write Ranking[02/06/2024][18:46:55]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:46:55]  | -system -Write Ranking[02/06/2024][18:46:55]  | -system -Write Ranking[02/06/2024][18:49:28]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][18:49:28]  | -system -Write Ranking[02/06/2024][18:49:28]  | -system -Write Ranking[02/06/2024][18:52:00]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][18:52:00]  | -system -Write Ranking[02/06/2024][18:52:00]  | -system -Write Ranking[02/06/2024][18:54:32]  | -system Read 711 ranking entries in 1.34 seconds.
[02/06/2024][18:54:32]  | -system -Write Ranking[02/06/2024][18:54:32]  | -system -Write Ranking[02/06/2024][18:57:06]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][18:57:06]  | -system -Write Ranking[02/06/2024][18:57:06]  | -system -Write Ranking[02/06/2024][18:59:40]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][18:59:40]  | -system -Write Ranking[02/06/2024][18:59:40]  | -system -Write Ranking[02/06/2024][19:02:14]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:02:14]  | -system -Write Ranking[02/06/2024][19:02:14]  | -system -Write Ranking[02/06/2024][19:04:46]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][19:04:46]  | -system -Write Ranking[02/06/2024][19:04:46]  | -system -Write Ranking[02/06/2024][19:07:20]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:07:20]  | -system -Write Ranking[02/06/2024][19:07:20]  | -system -Write Ranking[02/06/2024][19:09:54]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:09:54]  | -system -Write Ranking[02/06/2024][19:09:54]  | -system -Write Ranking[02/06/2024][19:12:30]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:12:30]  | -system -Write Ranking[02/06/2024][19:12:30]  | -system -Write Ranking[02/06/2024][19:15:02]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:15:02]  | -system -Write Ranking[02/06/2024][19:15:02]  | -system -Write Ranking[02/06/2024][19:17:37]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:17:37]  | -system -Write Ranking[02/06/2024][19:17:37]  | -system -Write Ranking[02/06/2024][19:20:09]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][19:20:09]  | -system -Write Ranking[02/06/2024][19:20:09]  | -system -Write Ranking[02/06/2024][19:22:42]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:22:42]  | -system -Write Ranking[02/06/2024][19:22:42]  | -system -Write Ranking[02/06/2024][19:25:16]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:25:16]  | -system -Write Ranking[02/06/2024][19:25:16]  | -system -Write Ranking[02/06/2024][19:27:56]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:27:56]  | -system -Write Ranking[02/06/2024][19:27:56]  | -system -Write Ranking[02/06/2024][19:30:31]  | -system Read 711 ranking entries in 1.18 seconds.
[02/06/2024][19:30:31]  | -system -Write Ranking[02/06/2024][19:30:31]  | -system -Write Ranking[02/06/2024][19:33:06]  | -system Read 711 ranking entries in 1.2 seconds.
[02/06/2024][19:33:06]  | -system -Write Ranking[02/06/2024][19:33:06]  | -system -Write Ranking[02/06/2024][19:35:38]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][19:35:38]  | -system -Write Ranking[02/06/2024][19:35:38]  | -system -Write Ranking[02/06/2024][19:38:10]  | -system Read 711 ranking entries in 1.3 seconds.
[02/06/2024][19:38:10]  | -system -Write Ranking[02/06/2024][19:38:10]  | -system -Write Ranking[02/06/2024][19:40:42]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][19:40:42]  | -system -Write Ranking[02/06/2024][19:40:42]  | -system -Write Ranking[02/06/2024][19:43:14]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][19:43:14]  | -system -Write Ranking[02/06/2024][19:43:14]  | -system -Write Ranking[02/06/2024][19:45:50]  | -system Read 712 ranking entries in 1.18 seconds.
[02/06/2024][19:45:50]  | -system -Write Ranking[02/06/2024][19:45:50]  | -system -Write Ranking[02/06/2024][19:48:24]  | -system Read 712 ranking entries in 1.18 seconds.
[02/06/2024][19:48:24]  | -system -Write Ranking[02/06/2024][19:48:24]  | -system -Write Ranking[02/06/2024][19:50:56]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][19:50:56]  | -system -Write Ranking[02/06/2024][19:50:56]  | -system -Write Ranking[02/06/2024][19:53:29]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][19:53:29]  | -system -Write Ranking[02/06/2024][19:53:29]  | -system -Write Ranking[02/06/2024][19:56:04]  | -system Read 712 ranking entries in 1.18 seconds.
[02/06/2024][19:56:04]  | -system -Write Ranking[02/06/2024][19:56:04]  | -system -Write Ranking[02/06/2024][19:58:35]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][19:58:35]  | -system -Write Ranking[02/06/2024][19:58:35]  | -system -Write Ranking[02/06/2024][20:01:08]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:01:08]  | -system -Write Ranking[02/06/2024][20:01:08]  | -system -Write Ranking[02/06/2024][20:03:40]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:03:40]  | -system -Write Ranking[02/06/2024][20:03:40]  | -system -Write Ranking[02/06/2024][20:06:12]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:06:12]  | -system -Write Ranking[02/06/2024][20:06:12]  | -system -Write Ranking[02/06/2024][20:08:44]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:08:44]  | -system -Write Ranking[02/06/2024][20:08:44]  | -system -Write Ranking[02/06/2024][20:11:20]  | -system Read 712 ranking entries in 1.18 seconds.
[02/06/2024][20:11:20]  | -system -Write Ranking[02/06/2024][20:11:20]  | -system -Write Ranking[02/06/2024][20:13:56]  | -system Read 712 ranking entries in 1.2 seconds.
[02/06/2024][20:13:56]  | -system -Write Ranking[02/06/2024][20:13:56]  | -system -Write Ranking[02/06/2024][20:16:28]  | -system Read 712 ranking entries in 1.2 seconds.
[02/06/2024][20:16:28]  | -system -Write Ranking[02/06/2024][20:16:28]  | -system -Write Ranking[02/06/2024][20:19:03]  | -system Read 712 ranking entries in 1.2 seconds.
[02/06/2024][20:19:03]  | -system -Write Ranking[02/06/2024][20:19:03]  | -system -Write Ranking[02/06/2024][20:21:36]  | -system Read 712 ranking entries in 1.2 seconds.
[02/06/2024][20:21:36]  | -system -Write Ranking[02/06/2024][20:21:36]  | -system -Write Ranking[02/06/2024][20:24:08]  | -system Read 712 ranking entries in 1.2 seconds.
[02/06/2024][20:24:08]  | -system -Write Ranking[02/06/2024][20:24:08]  | -system -Write Ranking[02/06/2024][20:26:40]  | -system Read 712 ranking entries in 1.2 seconds.
[02/06/2024][20:26:40]  | -system -Write Ranking[02/06/2024][20:26:40]  | -system -Write Ranking[02/06/2024][20:29:12]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:29:12]  | -system -Write Ranking[02/06/2024][20:29:12]  | -system -Write Ranking[02/06/2024][20:31:46]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:31:46]  | -system -Write Ranking[02/06/2024][20:31:46]  | -system -Write Ranking[02/06/2024][20:34:22]  | -system Read 712 ranking entries in 1.18 seconds.
[02/06/2024][20:34:22]  | -system -Write Ranking[02/06/2024][20:34:22]  | -system -Write Ranking[02/06/2024][20:36:57]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:36:57]  | -system -Write Ranking[02/06/2024][20:36:57]  | -system -Write Ranking[02/06/2024][20:39:32]  | -system Read 712 ranking entries in 1.34 seconds.
[02/06/2024][20:39:32]  | -system -Write Ranking[02/06/2024][20:39:32]  | -system -Write Ranking[02/06/2024][20:42:08]  | -system Read 712 ranking entries in 17.25 seconds.
[02/06/2024][20:42:08]  | -system -Write Ranking[02/06/2024][20:42:08]  | -system -Write Ranking[02/06/2024][20:44:41]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:44:41]  | -system -Write Ranking[02/06/2024][20:44:41]  | -system -Write Ranking[02/06/2024][20:47:13]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:47:13]  | -system -Write Ranking[02/06/2024][20:47:13]  | -system -Write Ranking[02/06/2024][20:49:45]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:49:45]  | -system -Write Ranking[02/06/2024][20:49:45]  | -system -Write Ranking[02/06/2024][20:52:18]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:52:18]  | -system -Write Ranking[02/06/2024][20:52:18]  | -system -Write Ranking[02/06/2024][20:54:52]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:54:52]  | -system -Write Ranking[02/06/2024][20:54:52]  | -system -Write Ranking[02/06/2024][20:57:24]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:57:24]  | -system -Write Ranking[02/06/2024][20:57:24]  | -system -Write Ranking[02/06/2024][20:59:56]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][20:59:56]  | -system -Write Ranking[02/06/2024][20:59:56]  | -system -Write Ranking[02/06/2024][21:02:28]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:02:28]  | -system -Write Ranking[02/06/2024][21:02:28]  | -system -Write Ranking[02/06/2024][21:05:05]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:05:05]  | -system -Write Ranking[02/06/2024][21:05:05]  | -system -Write Ranking[02/06/2024][21:07:37]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:07:37]  | -system -Write Ranking[02/06/2024][21:07:37]  | -system -Write Ranking[02/06/2024][21:10:10]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:10:10]  | -system -Write Ranking[02/06/2024][21:10:10]  | -system -Write Ranking[02/06/2024][21:12:29]  | -system clo server fd 0[02/06/2024][21:12:43]  | -system Read 712 ranking entries in 1.34 seconds.
[02/06/2024][21:12:43]  | -system -Write Ranking[02/06/2024][21:12:43]  | -system -Write Ranking[02/06/2024][21:01:10]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:01:10]  | -system -Write Ranking[02/06/2024][21:01:10]  | -system -Write Ranking[02/06/2024][21:03:46]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:03:46]  | -system -Write Ranking[02/06/2024][21:03:46]  | -system -Write Ranking[02/06/2024][21:06:18]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:06:18]  | -system -Write Ranking[02/06/2024][21:06:18]  | -system -Write Ranking[02/06/2024][21:08:50]  | -system Read 712 ranking entries in 1.3 seconds.
[02/06/2024][21:08:50]  | -system -Write Ranking[02/06/2024][21:08:50]  | -system -Write Ranking[02/06/2024][21:11:22]  | -system Read 713 ranking entries in 1.3 seconds.
[02/06/2024][21:11:22]  | -system -Write Ranking[02/06/2024][21:11:22]  | -system -Write Ranking[02/06/2024][21:13:56]  | -system Read 713 ranking entries in 1.3 seconds.
[02/06/2024][21:13:56]  | -system -Write Ranking[02/06/2024][21:13:56]  | -system -Write Ranking[02/06/2024][21:16:28]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:16:28]  | -system -Write Ranking[02/06/2024][21:16:28]  | -system -Write Ranking[02/06/2024][21:19:01]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:19:01]  | -system -Write Ranking[02/06/2024][21:19:01]  | -system -Write Ranking[02/06/2024][21:21:39]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:21:39]  | -system -Write Ranking[02/06/2024][21:21:39]  | -system -Write Ranking[02/06/2024][21:24:13]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:24:13]  | -system -Write Ranking[02/06/2024][21:24:13]  | -system -Write Ranking[02/06/2024][21:26:45]  | -system Read 713 ranking entries in 1.34 seconds.
[02/06/2024][21:26:45]  | -system -Write Ranking[02/06/2024][21:26:45]  | -system -Write Ranking[02/06/2024][21:29:17]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:29:17]  | -system -Write Ranking[02/06/2024][21:29:17]  | -system -Write Ranking[02/06/2024][21:31:49]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:31:49]  | -system -Write Ranking[02/06/2024][21:31:49]  | -system -Write Ranking[02/06/2024][21:34:21]  | -system Read 713 ranking entries in 1.18 seconds.
[02/06/2024][21:34:21]  | -system -Write Ranking[02/06/2024][21:34:21]  | -system -Write Ranking[02/06/2024][21:36:53]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:36:53]  | -system -Write Ranking[02/06/2024][21:36:53]  | -system -Write Ranking[02/06/2024][21:39:25]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:39:25]  | -system -Write Ranking[02/06/2024][21:39:25]  | -system -Write Ranking[02/06/2024][21:42:02]  | -system Read 713 ranking entries in 1.18 seconds.
[02/06/2024][21:42:02]  | -system -Write Ranking[02/06/2024][21:42:02]  | -system -Write Ranking[02/06/2024][21:44:34]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:44:34]  | -system -Write Ranking[02/06/2024][21:44:34]  | -system -Write Ranking[02/06/2024][21:47:09]  | -system Read 713 ranking entries in 1.18 seconds.
[02/06/2024][21:47:09]  | -system -Write Ranking[02/06/2024][21:47:09]  | -system -Write Ranking[02/06/2024][21:49:41]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:49:41]  | -system -Write Ranking[02/06/2024][21:49:41]  | -system -Write Ranking[02/06/2024][21:52:18]  | -system Read 713 ranking entries in 1.33 seconds.
[02/06/2024][21:52:18]  | -system -Write Ranking[02/06/2024][21:52:18]  | -system -Write Ranking[02/06/2024][21:54:52]  | -system Read 713 ranking entries in 1.18 seconds.
[02/06/2024][21:54:52]  | -system -Write Ranking[02/06/2024][21:54:52]  | -system -Write Ranking[02/06/2024][21:57:24]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:57:24]  | -system -Write Ranking[02/06/2024][21:57:24]  | -system -Write Ranking[02/06/2024][21:59:56]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][21:59:56]  | -system -Write Ranking[02/06/2024][21:59:56]  | -system -Write Ranking[02/06/2024][22:02:29]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][22:02:29]  | -system -Write Ranking[02/06/2024][22:02:29]  | -system -Write Ranking[02/06/2024][22:05:01]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][22:05:01]  | -system -Write Ranking[02/06/2024][22:05:01]  | -system -Write Ranking[02/06/2024][22:07:37]  | -system Read 713 ranking entries in 1.2 seconds.
[02/06/2024][22:07:37]  | -system -Write Ranking[02/06/2024][22:07:37]  | -system -Write Ranking[02/06/2024][22:10:09]  | -system Read 713 ranking entries in 1.18 seconds.
[02/06/2024][22:10:09]  | -system -Write Ranking[02/06/2024][22:10:09]  | -system -Write Ranking[02/06/2024][22:12:45]  | -system Read 713 ranking entries in 1.18 seconds.
[02/06/2024][22:12:45]  | -system -Write Ranking[02/06/2024][22:12:45]  | -system -Write Ranking[02/06/2024][22:15:17]  | -system Read 713 ranking entries in 1.33 seconds.
