[31/05/2024][11:15:38]  | -system start log[31/05/2024][11:18:10]  | -system Read 651 ranking entries in 0.47 seconds.
[31/05/2024][17:54:00]  | -system -Write Ranking[31/05/2024][17:54:00]  | -system -Write Ranking[31/05/2024][17:56:36]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:56:36]  | -system -Write Ranking[31/05/2024][17:56:36]  | -system -Write Ranking[31/05/2024][17:59:08]  | -system Read 674 ranking entries in 1.2 seconds.
[31/05/2024][17:59:08]  | -system -Write Ranking[31/05/2024][17:59:08]  | -system -Write Ranking[31/05/2024][18:01:40]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:01:40]  | -system -Write Ranking[31/05/2024][18:01:40]  | -system -Write Ranking[31/05/2024][18:04:12]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:04:12]  | -system -Write Ranking[31/05/2024][18:04:12]  | -system -Write Ranking[31/05/2024][18:06:49]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:06:49]  | -system -Write Ranking[31/05/2024][18:06:49]  | -system -Write Ranking[31/05/2024][18:09:22]  | -system Read 674 ranking entries in 0.47 seconds.
[31/05/2024][18:09:22]  | -system -Write Ranking[31/05/2024][18:09:22]  | -system -Write Ranking[31/05/2024][18:11:54]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:11:54]  | -system -Write Ranking[31/05/2024][18:11:54]  | -system -Write Ranking[31/05/2024][18:14:27]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:14:27]  | -system -Write Ranking[31/05/2024][18:14:27]  | -system -Write Ranking[31/05/2024][18:16:59]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:16:59]  | -system -Write Ranking[31/05/2024][18:16:59]  | -system -Write Ranking[31/05/2024][18:19:31]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:19:31]  | -system -Write Ranking[31/05/2024][18:19:31]  | -system -Write Ranking[31/05/2024][18:22:03]  | -system Read 674 ranking entries in 1.18 seconds.
[31/05/2024][18:22:03]  | -system -Write Ranking[31/05/2024][18:22:03]  | -system -Write Ranking[31/05/2024][18:24:35]  | -system Read 674 ranking entries in 1.3 seconds.
[31/05/2024][18:24:35]  | -system -Write Ranking[31/05/2024][18:24:35]  | -system -Write Ranking[31/05/2024][18:27:07]  | -system Read 674 ranking entries in 1.18 seconds.
[31/05/2024][18:27:07]  | -system -Write Ranking[31/05/2024][18:27:07]  | -system -Write Ranking[31/05/2024][18:29:39]  | -system Read 674 ranking entries in 1.18 seconds.
[31/05/2024][18:29:39]  | -system -Write Ranking[31/05/2024][18:29:39]  | -system -Write Ranking[31/05/2024][18:32:12]  | -system Read 675 ranking entries in 1.3 seconds.
[31/05/2024][18:32:12]  | -system -Write Ranking[31/05/2024][18:32:12]  | -system -Write Ranking[31/05/2024][18:34:45]  | -system Read 675 ranking entries in 1.3 seconds.
[31/05/2024][18:34:45]  | -system -Write Ranking[31/05/2024][18:34:45]  | -system -Write Ranking[31/05/2024][18:37:19]  | -system Read 675 ranking entries in 1.3 seconds.
[31/05/2024][18:37:19]  | -system -Write Ranking[31/05/2024][18:37:19]  | -system -Write Ranking[31/05/2024][18:39:52]  | -system Read 675 ranking entries in 1.3 seconds.
[31/05/2024][18:39:52]  | -system -Write Ranking[31/05/2024][18:39:52]  | -system -Write Ranking[31/05/2024][18:42:24]  | -system Read 675 ranking entries in 1.3 seconds.
[31/05/2024][18:42:24]  | -system -Write Ranking[31/05/2024][18:42:24]  | -system -Write Ranking[31/05/2024][18:44:56]  | -system Read 675 ranking entries in 1.3 seconds.
[31/05/2024][18:44:56]  | -system -Write Ranking[31/05/2024][18:44:56]  | -system -Write Ranking[31/05/2024][18:47:28]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][18:47:28]  | -system -Write Ranking[31/05/2024][18:47:28]  | -system -Write Ranking[31/05/2024][18:50:02]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][18:50:02]  | -system -Write Ranking[31/05/2024][18:50:02]  | -system -Write Ranking[31/05/2024][18:52:34]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][18:52:34]  | -system -Write Ranking[31/05/2024][18:52:34]  | -system -Write Ranking[31/05/2024][18:55:07]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][18:55:07]  | -system -Write Ranking[31/05/2024][18:55:07]  | -system -Write Ranking[31/05/2024][18:57:39]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][18:57:39]  | -system -Write Ranking[31/05/2024][18:57:39]  | -system -Write Ranking[31/05/2024][19:00:11]  | -system Read 675 ranking entries in 1.18 seconds.
[31/05/2024][19:00:11]  | -system -Write Ranking[31/05/2024][19:00:11]  | -system -Write Ranking[31/05/2024][19:02:46]  | -system Read 675 ranking entries in 1.18 seconds.
[31/05/2024][19:02:46]  | -system -Write Ranking[31/05/2024][19:02:46]  | -system -Write Ranking[31/05/2024][19:05:18]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][19:05:18]  | -system -Write Ranking[31/05/2024][19:05:18]  | -system -Write Ranking[31/05/2024][19:07:53]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][19:07:53]  | -system -Write Ranking[31/05/2024][19:07:53]  | -system -Write Ranking[31/05/2024][19:10:25]  | -system Read 675 ranking entries in 1.18 seconds.
[31/05/2024][19:10:25]  | -system -Write Ranking[31/05/2024][19:10:25]  | -system -Write Ranking[31/05/2024][19:12:58]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][19:12:58]  | -system -Write Ranking[31/05/2024][19:12:58]  | -system -Write Ranking[31/05/2024][19:15:34]  | -system Read 675 ranking entries in 1.2 seconds.
[31/05/2024][19:15:34]  | -system -Write Ranking[31/05/2024][19:15:34]  | -system -Write Ranking[31/05/2024][19:18:09]  | -system Read 676 ranking entries in 1.18 seconds.
[31/05/2024][19:18:09]  | -system -Write Ranking[31/05/2024][19:18:09]  | -system -Write Ranking[31/05/2024][19:20:46]  | -system Read 676 ranking entries in 1.3 seconds.
[31/05/2024][19:20:46]  | -system -Write Ranking[31/05/2024][19:20:46]  | -system -Write Ranking[31/05/2024][19:23:18]  | -system Read 676 ranking entries in 1.18 seconds.
[31/05/2024][19:23:18]  | -system -Write Ranking[31/05/2024][19:23:18]  | -system -Write Ranking[31/05/2024][19:25:50]  | -system Read 676 ranking entries in 1.3 seconds.
[31/05/2024][19:25:50]  | -system -Write Ranking[31/05/2024][19:25:50]  | -system -Write Ranking[31/05/2024][19:28:25]  | -system Read 676 ranking entries in 1.3 seconds.
[31/05/2024][19:28:25]  | -system -Write Ranking[31/05/2024][19:28:25]  | -system -Write Ranking[31/05/2024][19:30:57]  | -system Read 676 ranking entries in 1.3 seconds.
[31/05/2024][19:30:57]  | -system -Write Ranking[31/05/2024][19:30:57]  | -system -Write Ranking[31/05/2024][19:33:30]  | -system Read 676 ranking entries in 1.3 seconds.
[31/05/2024][19:33:30]  | -system -Write Ranking[31/05/2024][19:33:30]  | -system -Write Ranking[31/05/2024][19:36:04]  | -system Read 676 ranking entries in 1.2 seconds.
[31/05/2024][19:36:04]  | -system -Write Ranking[31/05/2024][19:36:04]  | -system -Write Ranking[31/05/2024][19:38:40]  | -system Read 676 ranking entries in 1.2 seconds.
[31/05/2024][19:38:40]  | -system -Write Ranking[31/05/2024][19:38:40]  | -system -Write Ranking[31/05/2024][19:41:18]  | -system Read 676 ranking entries in 1.18 seconds.
[31/05/2024][19:41:18]  | -system -Write Ranking[31/05/2024][19:41:18]  | -system -Write Ranking[31/05/2024][19:43:53]  | -system Read 676 ranking entries in 1.2 seconds.
[31/05/2024][19:43:53]  | -system -Write Ranking[31/05/2024][19:43:53]  | -system -Write Ranking[31/05/2024][19:46:36]  | -system Read 676 ranking entries in 1.2 seconds.
[31/05/2024][19:46:36]  | -system -Write Ranking[31/05/2024][19:46:36]  | -system -Write Ranking[31/05/2024][19:49:11]  | -system Read 676 ranking entries in 1.18 seconds.
[31/05/2024][19:49:11]  | -system -Write Ranking[31/05/2024][19:49:11]  | -system -Write Ranking[31/05/2024][19:51:44]  | -system Read 676 ranking entries in 1.2 seconds.
[31/05/2024][19:51:44]  | -system -Write Ranking[31/05/2024][19:51:44]  | -system -Write Ranking[31/05/2024][19:54:16]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][19:54:16]  | -system -Write Ranking[31/05/2024][19:54:16]  | -system -Write Ranking[31/05/2024][19:56:48]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][19:56:48]  | -system -Write Ranking[31/05/2024][19:56:48]  | -system -Write Ranking[31/05/2024][19:59:22]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][19:59:22]  | -system -Write Ranking[31/05/2024][19:59:22]  | -system -Write Ranking[31/05/2024][20:01:56]  | -system Read 678 ranking entries in 0.47 seconds.
[31/05/2024][20:01:56]  | -system -Write Ranking[31/05/2024][20:01:56]  | -system -Write Ranking[31/05/2024][20:04:33]  | -system Read 678 ranking entries in 0.47 seconds.
[31/05/2024][20:04:33]  | -system -Write Ranking[31/05/2024][20:04:33]  | -system -Write Ranking[31/05/2024][20:07:06]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:07:06]  | -system -Write Ranking[31/05/2024][20:07:06]  | -system -Write Ranking[31/05/2024][20:09:47]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:09:47]  | -system -Write Ranking[31/05/2024][20:09:47]  | -system -Write Ranking[31/05/2024][20:12:24]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:12:24]  | -system -Write Ranking[31/05/2024][20:12:24]  | -system -Write Ranking[31/05/2024][20:14:56]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:14:56]  | -system -Write Ranking[31/05/2024][20:14:56]  | -system -Write Ranking[31/05/2024][20:17:33]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:17:33]  | -system -Write Ranking[31/05/2024][20:17:33]  | -system -Write Ranking[31/05/2024][20:20:06]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:20:06]  | -system -Write Ranking[31/05/2024][20:20:06]  | -system -Write Ranking[31/05/2024][20:22:42]  | -system Read 678 ranking entries in 1.2 seconds.
[31/05/2024][20:22:42]  | -system -Write Ranking[31/05/2024][20:22:42]  | -system -Write Ranking[31/05/2024][20:25:22]  | -system Read 679 ranking entries in 1.2 seconds.
[31/05/2024][20:25:22]  | -system -Write Ranking[31/05/2024][20:25:22]  | -system -Write Ranking[31/05/2024][20:27:58]  | -system Read 679 ranking entries in 1.2 seconds.
[31/05/2024][20:27:58]  | -system -Write Ranking[31/05/2024][20:27:58]  | -system -Write Ranking[31/05/2024][20:30:30]  | -system Read 679 ranking entries in 1.2 seconds.
[31/05/2024][20:30:30]  | -system -Write Ranking[31/05/2024][20:30:30]  | -system -Write Ranking[31/05/2024][20:33:02]  | -system Read 679 ranking entries in 0.47 seconds.
[31/05/2024][20:33:02]  | -system -Write Ranking[31/05/2024][20:33:02]  | -system -Write Ranking[31/05/2024][20:35:34]  | -system Read 679 ranking entries in 1.3 seconds.
[31/05/2024][20:35:34]  | -system -Write Ranking[31/05/2024][20:35:34]  | -system -Write Ranking[31/05/2024][20:38:10]  | -system Read 679 ranking entries in 1.2 seconds.
[31/05/2024][20:38:10]  | -system -Write Ranking[31/05/2024][20:38:10]  | -system -Write Ranking[31/05/2024][20:40:42]  | -system Read 679 ranking entries in 1.18 seconds.
[31/05/2024][20:40:42]  | -system -Write Ranking[31/05/2024][20:40:42]  | -system -Write Ranking[31/05/2024][20:43:18]  | -system Read 679 ranking entries in 1.3 seconds.
[31/05/2024][20:43:18]  | -system -Write Ranking[31/05/2024][20:43:18]  | -system -Write Ranking[31/05/2024][20:45:51]  | -system Read 679 ranking entries in 0.47 seconds.
[31/05/2024][20:45:51]  | -system -Write Ranking[31/05/2024][20:45:51]  | -system -Write Ranking[31/05/2024][20:48:27]  | -system Read 680 ranking entries in 0.47 seconds.
[31/05/2024][20:48:27]  | -system -Write Ranking[31/05/2024][20:48:27]  | -system -Write Ranking[31/05/2024][20:50:59]  | -system Read 680 ranking entries in 1.3 seconds.
[31/05/2024][20:50:59]  | -system -Write Ranking[31/05/2024][20:50:59]  | -system -Write Ranking[31/05/2024][20:53:31]  | -system Read 681 ranking entries in 1.3 seconds.
[31/05/2024][20:53:31]  | -system -Write Ranking[31/05/2024][20:53:31]  | -system -Write Ranking[31/05/2024][20:56:03]  | -system Read 681 ranking entries in 0.47 seconds.
[31/05/2024][20:56:03]  | -system -Write Ranking[31/05/2024][20:56:03]  | -system -Write Ranking[31/05/2024][20:58:35]  | -system Read 681 ranking entries in 1.3 seconds.
[31/05/2024][20:58:35]  | -system -Write Ranking[31/05/2024][20:58:35]  | -system -Write Ranking[31/05/2024][21:01:07]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:01:07]  | -system -Write Ranking[31/05/2024][21:01:07]  | -system -Write Ranking[31/05/2024][21:03:43]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:03:43]  | -system -Write Ranking[31/05/2024][21:03:43]  | -system -Write Ranking[31/05/2024][21:06:18]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:06:18]  | -system -Write Ranking[31/05/2024][21:06:18]  | -system -Write Ranking[31/05/2024][21:08:50]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][21:08:50]  | -system -Write Ranking[31/05/2024][21:08:50]  | -system -Write Ranking[31/05/2024][21:11:24]  | -system Read 682 ranking entries in 28.20 seconds.
[31/05/2024][21:11:24]  | -system -Write Ranking[31/05/2024][21:11:24]  | -system -Write Ranking[31/05/2024][21:13:57]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][21:13:57]  | -system -Write Ranking[31/05/2024][21:13:57]  | -system -Write Ranking[31/05/2024][21:16:32]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:16:32]  | -system -Write Ranking[31/05/2024][21:16:32]  | -system -Write Ranking[31/05/2024][21:19:09]  | -system Read 681 ranking entries in 1.18 seconds.
[31/05/2024][21:19:09]  | -system -Write Ranking[31/05/2024][21:19:09]  | -system -Write Ranking[31/05/2024][21:21:41]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:21:41]  | -system -Write Ranking[31/05/2024][21:21:41]  | -system -Write Ranking[31/05/2024][21:24:13]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:24:13]  | -system -Write Ranking[31/05/2024][21:24:13]  | -system -Write Ranking[31/05/2024][21:26:45]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:26:45]  | -system -Write Ranking[31/05/2024][21:26:45]  | -system -Write Ranking[31/05/2024][21:29:28]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:29:28]  | -system -Write Ranking[31/05/2024][21:29:28]  | -system -Write Ranking[31/05/2024][21:32:01]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:32:01]  | -system -Write Ranking[31/05/2024][21:32:01]  | -system -Write Ranking[31/05/2024][21:34:34]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:34:34]  | -system -Write Ranking[31/05/2024][21:34:34]  | -system -Write Ranking[31/05/2024][21:37:11]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:37:11]  | -system -Write Ranking[31/05/2024][21:37:11]  | -system -Write Ranking[31/05/2024][21:39:46]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:39:46]  | -system -Write Ranking[31/05/2024][21:39:46]  | -system -Write Ranking[31/05/2024][21:42:18]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:42:18]  | -system -Write Ranking[31/05/2024][21:42:18]  | -system -Write Ranking[31/05/2024][21:44:50]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:44:50]  | -system -Write Ranking[31/05/2024][21:44:50]  | -system -Write Ranking[31/05/2024][21:47:22]  | -system Read 681 ranking entries in 1.18 seconds.
[31/05/2024][21:47:22]  | -system -Write Ranking[31/05/2024][21:47:22]  | -system -Write Ranking[31/05/2024][21:50:15]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:50:15]  | -system -Write Ranking[31/05/2024][21:50:15]  | -system -Write Ranking[31/05/2024][21:52:54]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:52:54]  | -system -Write Ranking[31/05/2024][21:52:54]  | -system -Write Ranking[31/05/2024][21:55:26]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][21:55:26]  | -system -Write Ranking[31/05/2024][21:55:26]  | -system -Write Ranking[31/05/2024][21:58:02]  | -system Read 681 ranking entries in 0.47 seconds.
[31/05/2024][21:58:02]  | -system -Write Ranking[31/05/2024][21:58:02]  | -system -Write Ranking[31/05/2024][22:00:40]  | -system Read 681 ranking entries in 1.18 seconds.
[31/05/2024][22:00:40]  | -system -Write Ranking[31/05/2024][22:00:40]  | -system -Write Ranking[31/05/2024][22:03:16]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][22:03:16]  | -system -Write Ranking[31/05/2024][22:03:16]  | -system -Write Ranking[31/05/2024][22:05:48]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][22:05:48]  | -system -Write Ranking[31/05/2024][22:05:48]  | -system -Write Ranking[31/05/2024][22:08:21]  | -system Read 681 ranking entries in 1.49 seconds.
[31/05/2024][22:08:21]  | -system -Write Ranking[31/05/2024][22:08:21]  | -system -Write Ranking[31/05/2024][22:10:53]  | -system Read 681 ranking entries in 1.2 seconds.
[31/05/2024][22:10:53]  | -system -Write Ranking[31/05/2024][22:10:53]  | -system -Write Ranking[31/05/2024][22:13:32]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:13:32]  | -system -Write Ranking[31/05/2024][22:13:32]  | -system -Write Ranking[31/05/2024][22:16:08]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:16:08]  | -system -Write Ranking[31/05/2024][22:16:08]  | -system -Write Ranking[31/05/2024][22:18:45]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][22:18:45]  | -system -Write Ranking[31/05/2024][22:18:45]  | -system -Write Ranking[31/05/2024][22:21:21]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:21:21]  | -system -Write Ranking[31/05/2024][22:21:21]  | -system -Write Ranking[31/05/2024][22:23:53]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:23:53]  | -system -Write Ranking[31/05/2024][22:23:53]  | -system -Write Ranking[31/05/2024][22:26:30]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:26:30]  | -system -Write Ranking[31/05/2024][22:26:30]  | -system -Write Ranking[31/05/2024][22:29:04]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][22:29:04]  | -system -Write Ranking[31/05/2024][22:29:04]  | -system -Write Ranking[31/05/2024][22:31:36]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][22:31:36]  | -system -Write Ranking[31/05/2024][22:31:36]  | -system -Write Ranking[31/05/2024][22:34:12]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:34:12]  | -system -Write Ranking[31/05/2024][22:34:12]  | -system -Write Ranking[31/05/2024][22:36:44]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:36:44]  | -system -Write Ranking[31/05/2024][22:36:44]  | -system -Write Ranking[31/05/2024][22:39:18]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:39:18]  | -system -Write Ranking[31/05/2024][22:39:18]  | -system -Write Ranking[31/05/2024][22:41:58]  | -system Read 682 ranking entries in 2.5 seconds.
[31/05/2024][22:41:58]  | -system -Write Ranking[31/05/2024][22:41:58]  | -system -Write Ranking[31/05/2024][22:44:30]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:44:30]  | -system -Write Ranking[31/05/2024][22:44:30]  | -system -Write Ranking[31/05/2024][22:47:05]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][22:47:05]  | -system -Write Ranking[31/05/2024][22:47:05]  | -system -Write Ranking[31/05/2024][22:49:37]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:49:37]  | -system -Write Ranking[31/05/2024][22:49:37]  | -system -Write Ranking[31/05/2024][22:52:10]  | -system Read 682 ranking entries in 1.3 seconds.
[31/05/2024][22:52:10]  | -system -Write Ranking[31/05/2024][22:52:10]  | -system -Write Ranking[31/05/2024][22:54:43]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:54:43]  | -system -Write Ranking[31/05/2024][22:54:43]  | -system -Write Ranking[31/05/2024][22:57:16]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][22:57:16]  | -system -Write Ranking[31/05/2024][22:57:16]  | -system -Write Ranking[31/05/2024][22:59:58]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][22:59:58]  | -system -Write Ranking[31/05/2024][22:59:58]  | -system -Write Ranking[31/05/2024][23:02:36]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][23:02:36]  | -system -Write Ranking[31/05/2024][23:02:36]  | -system -Write Ranking[31/05/2024][23:05:15]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:05:15]  | -system -Write Ranking[31/05/2024][23:05:15]  | -system -Write Ranking[31/05/2024][23:07:53]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:07:53]  | -system -Write Ranking[31/05/2024][23:07:53]  | -system -Write Ranking[31/05/2024][23:10:25]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:10:25]  | -system -Write Ranking[31/05/2024][23:10:25]  | -system -Write Ranking[31/05/2024][23:13:01]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:13:01]  | -system -Write Ranking[31/05/2024][23:13:01]  | -system -Write Ranking[31/05/2024][23:15:37]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:15:37]  | -system -Write Ranking[31/05/2024][23:15:37]  | -system -Write Ranking[31/05/2024][23:18:14]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:18:14]  | -system -Write Ranking[31/05/2024][23:18:14]  | -system -Write Ranking[31/05/2024][23:20:46]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:20:46]  | -system -Write Ranking[31/05/2024][23:20:46]  | -system -Write Ranking[31/05/2024][23:23:21]  | -system Read 682 ranking entries in 0.47 seconds.
[31/05/2024][23:23:21]  | -system -Write Ranking[31/05/2024][23:23:21]  | -system -Write Ranking[31/05/2024][23:25:53]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:25:53]  | -system -Write Ranking[31/05/2024][23:25:53]  | -system -Write Ranking[31/05/2024][23:28:25]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:28:25]  | -system -Write Ranking[31/05/2024][23:28:25]  | -system -Write Ranking[31/05/2024][23:30:58]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][23:30:58]  | -system -Write Ranking[31/05/2024][23:30:58]  | -system -Write Ranking[31/05/2024][23:33:31]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][23:33:31]  | -system -Write Ranking[31/05/2024][23:33:31]  | -system -Write Ranking[31/05/2024][23:36:10]  | -system Read 682 ranking entries in 42.38 seconds.
[31/05/2024][23:36:10]  | -system -Write Ranking[31/05/2024][23:36:10]  | -system -Write Ranking[31/05/2024][23:38:43]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:38:43]  | -system -Write Ranking[31/05/2024][23:38:43]  | -system -Write Ranking[31/05/2024][23:41:15]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:41:15]  | -system -Write Ranking[31/05/2024][23:41:15]  | -system -Write Ranking[31/05/2024][23:43:47]  | -system Read 682 ranking entries in 0.46 seconds.
[31/05/2024][23:43:47]  | -system -Write Ranking[31/05/2024][23:43:47]  | -system -Write Ranking[31/05/2024][23:46:26]  | -system Read 682 ranking entries in 74.37 seconds.
[31/05/2024][23:46:26]  | -system -Write Ranking[31/05/2024][23:46:26]  | -system -Write Ranking[31/05/2024][23:49:00]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][23:49:00]  | -system -Write Ranking[31/05/2024][23:49:00]  | -system -Write Ranking[31/05/2024][23:51:34]  | -system Read 682 ranking entries in 0.46 seconds.
[31/05/2024][23:51:34]  | -system -Write Ranking[31/05/2024][23:51:34]  | -system -Write Ranking[31/05/2024][23:54:08]  | -system Read 682 ranking entries in 1.18 seconds.
[31/05/2024][23:54:08]  | -system -Write Ranking[31/05/2024][23:54:08]  | -system -Write Ranking[31/05/2024][23:56:44]  | -system Read 682 ranking entries in 36.24 seconds.
[31/05/2024][23:56:44]  | -system -Write Ranking[31/05/2024][23:56:44]  | -system -Write Ranking[31/05/2024][23:59:17]  | -system Read 682 ranking entries in 1.2 seconds.
[31/05/2024][23:59:17]  | -system -Write Ranking[31/05/2024][23:59:17]  | -system -Write Ranking
