[29/05/2024][14:58:42]  | -system start log[29/05/2024][15:01:16]  | -system Read 571 ranking entries in 0.46 seconds.
[29/05/2024][21:35:34]  | -system -Write Ranking[29/05/2024][21:35:34]  | -system -Write Ranking[29/05/2024][21:38:08]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:38:08]  | -system -Write Ranking[29/05/2024][21:38:08]  | -system -Write Ranking[29/05/2024][21:40:40]  | -system Read 588 ranking entries in 0.47 seconds.
[29/05/2024][21:40:40]  | -system -Write Ranking[29/05/2024][21:40:40]  | -system -Write Ranking[29/05/2024][21:43:12]  | -system Read 588 ranking entries in 1.2 seconds.
[29/05/2024][21:43:12]  | -system -Write Ranking[29/05/2024][21:43:12]  | -system -Write Ranking[29/05/2024][21:45:44]  | -system Read 589 ranking entries in 0.47 seconds.
[29/05/2024][21:45:44]  | -system -Write Ranking[29/05/2024][21:45:44]  | -system -Write Ranking[29/05/2024][21:48:16]  | -system Read 589 ranking entries in 1.2 seconds.
[29/05/2024][21:48:16]  | -system -Write Ranking[29/05/2024][21:48:16]  | -system -Write Ranking[29/05/2024][21:50:48]  | -system Read 589 ranking entries in 0.47 seconds.
[29/05/2024][21:50:48]  | -system -Write Ranking[29/05/2024][21:50:48]  | -system -Write Ranking[29/05/2024][21:53:20]  | -system Read 589 ranking entries in 1.2 seconds.
[29/05/2024][21:53:20]  | -system -Write Ranking[29/05/2024][21:53:20]  | -system -Write Ranking[29/05/2024][21:55:52]  | -system Read 589 ranking entries in 0.47 seconds.
[29/05/2024][21:55:53]  | -system -Write Ranking[29/05/2024][21:55:53]  | -system -Write Ranking[29/05/2024][21:58:25]  | -system Read 589 ranking entries in 0.47 seconds.
[29/05/2024][21:58:25]  | -system -Write Ranking[29/05/2024][21:58:25]  | -system -Write Ranking[29/05/2024][22:00:58]  | -system Read 590 ranking entries in 1.2 seconds.
[29/05/2024][22:00:58]  | -system -Write Ranking[29/05/2024][22:00:58]  | -system -Write Ranking[29/05/2024][22:03:30]  | -system Read 590 ranking entries in 0.47 seconds.
[29/05/2024][22:03:30]  | -system -Write Ranking[29/05/2024][22:03:30]  | -system -Write Ranking[29/05/2024][22:06:02]  | -system Read 590 ranking entries in 0.47 seconds.
[29/05/2024][22:06:02]  | -system -Write Ranking[29/05/2024][22:06:02]  | -system -Write Ranking[29/05/2024][22:08:34]  | -system Read 590 ranking entries in 0.47 seconds.
[29/05/2024][22:08:34]  | -system -Write Ranking[29/05/2024][22:08:34]  | -system -Write Ranking[29/05/2024][22:11:07]  | -system Read 590 ranking entries in 0.47 seconds.
[29/05/2024][22:11:07]  | -system -Write Ranking[29/05/2024][22:11:07]  | -system -Write Ranking[29/05/2024][22:13:41]  | -system Read 590 ranking entries in 0.47 seconds.
[29/05/2024][22:13:41]  | -system -Write Ranking[29/05/2024][22:13:41]  | -system -Write Ranking[29/05/2024][22:16:13]  | -system Read 590 ranking entries in 1.2 seconds.
[29/05/2024][22:16:13]  | -system -Write Ranking[29/05/2024][22:16:13]  | -system -Write Ranking[29/05/2024][22:18:45]  | -system Read 591 ranking entries in 0.46 seconds.
[29/05/2024][22:18:45]  | -system -Write Ranking[29/05/2024][22:18:45]  | -system -Write Ranking[29/05/2024][22:21:17]  | -system Read 592 ranking entries in 0.46 seconds.
[29/05/2024][22:21:17]  | -system -Write Ranking[29/05/2024][22:21:17]  | -system -Write Ranking[29/05/2024][22:23:49]  | -system Read 592 ranking entries in 0.46 seconds.
[29/05/2024][22:23:49]  | -system -Write Ranking[29/05/2024][22:23:49]  | -system -Write Ranking[29/05/2024][22:25:04]  | Cura err createchar EEXIST[29/05/2024][22:26:22]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][22:26:22]  | -system -Write Ranking[29/05/2024][22:26:22]  | -system -Write Ranking[29/05/2024][22:28:54]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][22:28:54]  | -system -Write Ranking[29/05/2024][22:28:54]  | -system -Write Ranking[29/05/2024][22:31:26]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][22:31:26]  | -system -Write Ranking[29/05/2024][22:31:26]  | -system -Write Ranking[29/05/2024][22:34:00]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][22:34:00]  | -system -Write Ranking[29/05/2024][22:34:00]  | -system -Write Ranking[29/05/2024][22:36:32]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][22:36:32]  | -system -Write Ranking[29/05/2024][22:36:32]  | -system -Write Ranking[29/05/2024][22:39:05]  | -system Read 593 ranking entries in 1.3 seconds.
[29/05/2024][22:39:05]  | -system -Write Ranking[29/05/2024][22:39:05]  | -system -Write Ranking[29/05/2024][22:41:37]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:41:37]  | -system -Write Ranking[29/05/2024][22:41:37]  | -system -Write Ranking[29/05/2024][22:44:09]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:44:09]  | -system -Write Ranking[29/05/2024][22:44:09]  | -system -Write Ranking[29/05/2024][22:46:41]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:46:41]  | -system -Write Ranking[29/05/2024][22:46:41]  | -system -Write Ranking[29/05/2024][22:49:14]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:49:14]  | -system -Write Ranking[29/05/2024][22:49:14]  | -system -Write Ranking[29/05/2024][22:51:46]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:51:46]  | -system -Write Ranking[29/05/2024][22:51:46]  | -system -Write Ranking[29/05/2024][22:54:18]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:54:18]  | -system -Write Ranking[29/05/2024][22:54:18]  | -system -Write Ranking[29/05/2024][22:56:56]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][22:56:56]  | -system -Write Ranking[29/05/2024][22:56:56]  | -system -Write Ranking[29/05/2024][22:59:33]  | -system Read 593 ranking entries in 1.3 seconds.
[29/05/2024][22:59:33]  | -system -Write Ranking[29/05/2024][22:59:33]  | -system -Write Ranking[29/05/2024][23:02:05]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][23:02:05]  | -system -Write Ranking[29/05/2024][23:02:05]  | -system -Write Ranking[29/05/2024][23:04:37]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][23:04:37]  | -system -Write Ranking[29/05/2024][23:04:37]  | -system -Write Ranking[29/05/2024][23:07:11]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][23:07:11]  | -system -Write Ranking[29/05/2024][23:07:11]  | -system -Write Ranking[29/05/2024][23:09:44]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:09:44]  | -system -Write Ranking[29/05/2024][23:09:44]  | -system -Write Ranking[29/05/2024][23:12:16]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:12:16]  | -system -Write Ranking[29/05/2024][23:12:16]  | -system -Write Ranking[29/05/2024][23:14:48]  | -system Read 593 ranking entries in 1.18 seconds.
[29/05/2024][23:14:48]  | -system -Write Ranking[29/05/2024][23:14:48]  | -system -Write Ranking[29/05/2024][23:17:20]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:17:20]  | -system -Write Ranking[29/05/2024][23:17:20]  | -system -Write Ranking[29/05/2024][23:19:52]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][23:19:52]  | -system -Write Ranking[29/05/2024][23:19:52]  | -system -Write Ranking[29/05/2024][23:22:24]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][23:22:24]  | -system -Write Ranking[29/05/2024][23:22:24]  | -system -Write Ranking[29/05/2024][23:24:56]  | -system Read 593 ranking entries in 0.47 seconds.
[29/05/2024][23:24:56]  | -system -Write Ranking[29/05/2024][23:24:56]  | -system -Write Ranking[29/05/2024][23:27:29]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:27:29]  | -system -Write Ranking[29/05/2024][23:27:29]  | -system -Write Ranking[29/05/2024][23:30:02]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][23:30:02]  | -system -Write Ranking[29/05/2024][23:30:02]  | -system -Write Ranking[29/05/2024][23:32:34]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:32:34]  | -system -Write Ranking[29/05/2024][23:32:34]  | -system -Write Ranking[29/05/2024][23:35:07]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][23:35:07]  | -system -Write Ranking[29/05/2024][23:35:07]  | -system -Write Ranking[29/05/2024][23:37:39]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][23:37:39]  | -system -Write Ranking[29/05/2024][23:37:39]  | -system -Write Ranking[29/05/2024][23:40:11]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:40:11]  | -system -Write Ranking[29/05/2024][23:40:11]  | -system -Write Ranking[29/05/2024][23:42:43]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:42:43]  | -system -Write Ranking[29/05/2024][23:42:43]  | -system -Write Ranking[29/05/2024][23:45:15]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][23:45:15]  | -system -Write Ranking[29/05/2024][23:45:15]  | -system -Write Ranking[29/05/2024][23:47:47]  | -system Read 593 ranking entries in 0.46 seconds.
[29/05/2024][23:47:47]  | -system -Write Ranking[29/05/2024][23:47:47]  | -system -Write Ranking[29/05/2024][23:50:19]  | -system Read 593 ranking entries in 1.3 seconds.
[29/05/2024][23:50:19]  | -system -Write Ranking[29/05/2024][23:50:19]  | -system -Write Ranking[29/05/2024][23:52:53]  | -system Read 593 ranking entries in 1.2 seconds.
[29/05/2024][23:52:53]  | -system -Write Ranking[29/05/2024][23:52:53]  | -system -Write Ranking[29/05/2024][23:55:25]  | -system Read 595 ranking entries in 1.3 seconds.
[29/05/2024][23:55:25]  | -system -Write Ranking[29/05/2024][23:55:25]  | -system -Write Ranking[29/05/2024][23:57:57]  | -system Read 596 ranking entries in 0.47 seconds.
[29/05/2024][23:57:57]  | -system -Write Ranking[29/05/2024][23:57:57]  | -system -Write Ranking
